"book","day","english","korean","sentence1","translation1","sentence2","translation2","sentence3","translation3","sentence4","translation4"
"3","6","watch ","① v. 지켜보다, 주시하다 n. 주시 ② n. 시계 ","There's a man watching us from behind that tree./watching*_______________ing","저 나무 뒤에서 우리를 지켜보고 있는 남자가 있다.","It's time to leave now,' he said, looking at his watch./watch*_______________","그는 시계를 보면서 ‘이제 떠날 시간입니다’라고 말했다.","","","",""
"3","6","observe ","v. 관찰[관측]하다 ","He liked observing; he observed how people talked and acted./observed*_______________d","나는 관찰하기를 좋아해서 사람들이 어떻게 말하고 행동하는지를 관찰했다.","","","","","",""
"3","6","view ","① n. 전망, 경치 v. 보다, 바라보다 ② n. 견해, 의견","The view from the top of the mountain was wonderful./view*_______________","산 꼭대기에서 보는 경치는 멋졌다.","He and I had different views on many things./views*_______________s","그와 나는 많은 것에서 다른 의견을 가지고 있었다.","","","",""
"3","6","appear ","① v. 나타나다, 출현하다 ② v. ~처럼 보이다 ","They were waiting for the pop star to appear on stage./appear*_______________","그들은 그 팝스타가 무대에 나타나기를 기다리고 있었다.","He appeared to be about twenty years old./appeared*_______________ed","그는 대략 20살 정도로 보였다.","","","",""
"3","6","disappear ","v. 사라지다 ","The plane disappeared into the clouds./disappeared*_______________ed","비행기가 구름 속으로 사라졌다.","","","","","",""
"3","6","voice ","n. 목소리, 음성 ","I knew it was her as soon as I heard her voice on the phone./voice*_______________","나는 전화에서 목소리를 듣자마자 그것이 그녀라는 것을 알았다.","","","","","",""
"3","6","noise ","n. 소음, 잡음 ","They made so much noise that I couldn't get to sleep./noise*_______________","그들이 너무 시끄럽게 떠들어서 나는 잠을 잘 수가 없었다.","","","","","",""
"3","6","loud ","a. 소리가 큰, 시끄러운 ad. 큰 소리로, 시끄럽게 ","The music was so loud that I couldn’t hear her at all./loud*_______________","음악이 너무 시끄러워서 나는 그녀의 말을 전혀 들을 수가 없었다.","","","","","",""
"3","7","shout ","v. 외치다, 소리지르다 n. 외침, 큰 소리 ","He got angry with me, and shouted at me to go away shouted at me to go away./shouted*_______________ed","그는 내게 화가 나서 떠나서 절대 돌아오지 말라고 내게 소리를 질렀다. ","","","","","",""
"3","7","scream ","v. 비명을 지르다 n. 비명 ","She screamed loud enough to wake up everybody in her house./screamed*_______________ed","그는 집안의 모든 사람을 깨울 만큼 크게 비명을 질렀다.","","","","","",""
"3","7","whisper ","v. 속삭이다, 소곤거리다 n. 속삭임 ","He smiled when she whispered something in his ear./whispered*_______________ed","그녀가 그의 귀에 뭔가를 속삭였을 때 그는 미소를 지었다.","","","","","",""
"3","7","quiet ","a. 조용한, 고요한 ","The teacher told the noisy boys to keep quiet./quiet*_______________","선생님은 떠드는 소년들에게 조용히 하라고 말했다.","","","","","",""
"3","7","silence ","n. 적막, 정적; 침묵 ","There was complete silence for a moment./silence*_______________","잠시 동안 완전한 침묵이 있었다.","","","","","",""
"3","7","smell ","v. 냄새[향]를 맡다, ~ 냄새가 나다 n. 냄새, 향","The smell coming from the kitchen was delicious./smell*_______________","부엌에서 나는 냄새는 맛깔스러웠다.","","","","","",""
"3","7","tongue ","n. 혀 ","He burned his tongue on the hot coffee./tongue*_______________","그는 뜨거운 커피에 혀를 데었다.","","","","","",""
"3","7","throat ","n. 목구멍 ","He cleared his throat and began to sing./throat*_______________","그는 목을 가다듬고 노래를 부르기 시작했다.","","","","","",""
"3","7","tooth ","n. 이, 치아 ","He almost always brushes his teeth after a meal./teeth*_______________","그는 식사 후에는 거의 항상 이를 닦는다.","","","","","",""
"3","7","breathe ","v. 호흡하다, 숨쉬다 ","He breathed deeply before opening the door./breathed*_______________d","그는 문을 열기 전에 숨을 깊이 들이쉬었다.","","","","","",""
"3","7","finger ","n. 손가락 ","Don't point your finger at me. It's rude!/finger*_______________","내게 삿대질 하지 마세요. 무례합니다!","","","","","",""
"3","7","thumb ","n. 엄지손가락 ","You have four fingers and a thumb on each of your hands./thumb*_______________","각각의 손에는 네 개의 손가락과 한 개의 엄지손가락이 있다.","","","","","",""
"3","7","nail ","① n. 손톱, 발톱 ② n. 못 ","The boy has a bad habit of biting his nails./nails*_______________s","그 소년은 손톱을 무는 나쁜 버릇이 있다.","He hammered the nail into the door./nail*_______________","그녀는 망치로 문에 못을 박았다.","","","",""
"3","7","palm ","n. 손바닥 ","Smartphones are computers in the palm of your hand./palm*_______________","스마트폰은 손바닥 안의 컴퓨터이다.","","","","","",""
"3","7","wrist ","n. 손목 ","He looked at the watch on his wrist. It was six o'clock./wrist*_______________","그는 손목에 찬 시계를 보았다. 시간은 여섯 시였다.","","","","","",""
"3","7","fist ","n. 주먹 ","The man punched me in the face with his fist./fist*_______________","그 남자는 주먹으로 내 얼굴을 가격했다.","","","","","",""
"3","7","arm ","n. 팔 ","She was holding the baby in her arms./arms*_______________s","그녀는 아기를 팔에 안고 있었다.","","","","","",""
"3","7","elbow ","n. 팔꿈치 ","Don’t put your elbows on the table while eating./elbows*_______________s","식사를 하는 동안에는 팔꿈치를 테이블에 놓지 마세요.","","","","","",""
"3","7","rub ","v. 문지르다, 비비다 n. 문지르기, 비비기 ","He took off his glasses and rubbed his eyes./rubbed*_______________ed","그는 안경을 벗고 눈을 비볐다.","","","","","",""
"3","7","scratch ","v. 긁다, 할퀴다 n. 긁음, 할큄 ","He scratched his head with his fingers./scratched*_______________ed","그는 손가락으로 그의 머리를 긁었다.","","","","","",""
"3","7","hug ","v. (껴)안다 n. 포옹 ","They hugged each other before leaving./hugged*_______________ed","그들은 떠나기 전에 포옹을 했다.","","","","","",""
"3","7","stretch ","① v. 뻗다, 기지개를 켜다 n. 뻗기, 기지개 ② v. 늘이다, 늘어나다","You should always stretch before exercise./stretch*_______________","운동 전에는 항상 스트레칭을 해야 한다.","The sweater has stretched and doesn't fit me any more./stretched*_______________ed","그 스웨터는 늘어져서 더 이상 내게 맞지 않는다.","","","",""
"3","7","clap ","v. 박수[손뼉]를 치다 n. 박수 (소리) ","When the song was over, they stood up and clapped./clapped*_______________ed","노래가 끝나자 그들은 일어나서 박수를 쳤다.","","","","","",""
"3","7","toe ","n. 발가락","He was dressed in black from head to toe./toe*_______________","그는 머리끝부터 발끝까지 검은색을 입고 있었다.","","","","","",""
"3","7","ankle ","n. 발목 ","He fell out of a tree and broke his ankle./ankle*_______________","그는 나무에서 떨어져서 발목이 부러졌다.","","","","","",""
"3","7","knee ","n. 무릎 ","The little girl was on her knees on the floor./knees*_______________s","그 어린 소녀는 바닥에 무릎을 꿇고 있었다.","","","","","",""
"3","7","leap ","v. 껑충 뛰어서 이동하다, 껑충 뛰다 n. 도약","He leaped over the fence and disappeared quickly./leaped*_______________ed","그는 펜스를 뛰어넘어 급히 사라졌다.","","","","","",""
"3","7","hike ","v. 도보여행하다 ","He likes to go hiking in the mountains./hiking*_______________ing","그는 산으로 도보여행을 하는 것을 좋아한다.","","","","","",""
"3","7","march ","① v. 행진하다 n. 행진 ② n. 3월","Hundreds of soldiers marched through the streets./marched*_______________ed","수백 명의 군인들이 거리를 행진했다.","The baseball season starts in March./March*_______________","야구 시즌은 3월에 시작된다.","","","",""
"3","7","slip ","v. 미끄러지다 n. 미끄러짐 ","He slipped on the ice and broke his arm./slipped*_______________ed","그는 빙판에서 미끄러져서 팔이 부러졌다.","","","","","",""
"3","7","slide ","v. 미끄러져 움직이다 n. 미끄러짐; 미끄럼틀","The children are having fun sliding down the icy slope./sliding*_______________ing","그 아이들은 얼음 비탈을 미끄러져 내려가면서 재미있게 놀고 있다.","","","","","",""
"3","8","health ","n. 건강 ","He was still in good health at the age of ninety./health*_______________","그는 90세의 나이에 여전히 건강이 좋았다.","","","","","",""
"3","8","rest ","① n. 휴식 v. 쉬다, 휴식하다 ② n. 나머지, 잔여 ","You look tired. Why don’t you take a rest?/rest*_______________","피곤해 보이시네요. 좀 쉬는 게 어떻겠어요?","He ate half of it and threw the rest away./rest*_______________","그는 그것의 반을 먹고 나머지는 버렸다.","","","",""
"3","8","relax ","v. 긴장을 풀다 ","He spent the weekend relaxing in the countryside./relaxing*_______________ing","그는 주말을 시골에서 느긋하게 쉬면서 지냈다.","","","","","",""
"3","8","vacation ","n. 휴가, 방학 ","Next week, we are going on vacation to Greece./vacation*_______________","다음 주에 우리는 그리스로 휴가를 떠난다.","","","","","",""
"3","8","holiday ","① n. 휴가, 방학 ② n. 공휴일, 휴일 ","He is away on holiday until the end of the month./holiday*_______________","그는 이번 달 말까지 휴가를 떠났습니다.","I visited my parents during the Christmas holidays./holidays*_______________s","나는 크리스마스 휴일 동안에 부모님을 방문했다.","","","",""
"3","8","wake ","v. 잠이 깨다, 깨우다 ","Could you wake me up early tomorrow morning?/wake*_______________","내일 아침 일찍 깨워 주시겠습니까?","","","","","",""
"3","8","pain ","n. 고통, 아픔 ","If the pain continues or gets worse, see your doctor./pain*_______________","통증이 계속되거나 심해지면 진찰을 받으십시오.","","","","","",""
"3","8","ache ","v. 아프다 n. 아픔 ","My stomach started to ache after eating two hamburgers./ache*_______________","햄버거를 두 개를 먹고 나서 배가 아프기 시작했다.","","","","","",""
"3","8","sick ","a. 병든, 병에 걸린 ","Jane didn’t go to school because she was sick./sick*_______________","제인은 아파서 학교에 가지 않았다.","","","","","",""
"3","8","ill ","a. 병든, 병에 걸린 ","This morning I was too ill to get out of bed./ill*_______________","오늘 아침 나는 너무 아파서 잠자리에서 일어날 수가 없었다.","","","","","",""
"3","8","suffer ","① v. 고통을 받다, (병을) 앓다 ② v. 겪다, 당하다","Her husband suffers from a serious disease./suffers*_______________s","그녀의 남편은 중병을 앓고 있다.","They suffered serious damage from the storm./suffered*_______________ed","그들은 폭풍우로 심각한 피해를 입었다.","","","",""
